"","GEOID","TotalPop","MedHHInc","Poverty","PubSNAP","MedRent","MedHomeVal","OwnerOcc","RenterOcc","VacHU","TotalHU","MedHUBuilt","BlackPop","HispLatPop","WhitePop","AsianPop","NatAmPop","Bach_deg","HS_Grad","No_HS_Deg","Grad_deg","Drive_commute","Carpool_commute","PubTrans_commute","Bike_commute","Walk_commute","WFA_commute","US_cit","NotUS_cit","EmplPop","UnemplPop","Occ_Agri","Occ_Const","Occ_Manuf","Occ_Wholesale","Occ_Retail","Occ_Transport","Occ_Info","Occ_FinIns","Occ_Prof_sci_mangr","Occ_Edu_health","Occ_Art_Hosp","Occ_PubAdmin","Occ_ArmedForce","Occ_other"
"137","47037016500",429,21000,289,8,1060,NA,0,230,70,300,1957,829,178,3351,499,0,37,15,75,104,424,63,23,48,416,731,4611,254,1705,194,0,4,22,38,80,9,16,0,138,1139,195,0,0,64
"138","47037019105",6035,36386,1901,669,633,159400,657,1670,222,2549,1977,822,1100,3463,710,0,715,772,773,427,2061,632,16,0,49,90,3751,1739,2869,324,0,194,311,17,253,166,33,226,274,583,648,65,12,99
"139","47037015620",6975,60763,668,211,748,128000,1941,613,130,2684,1988,3579,841,2187,0,0,968,1634,449,238,3198,258,64,0,0,178,6217,407,3970,291,0,90,462,15,320,165,183,370,428,1016,341,119,0,284
"140","47037019114",9938,78614,496,147,1156,224000,3441,734,293,4468,2004,1256,748,7295,495,0,2717,1126,224,1500,4807,896,20,0,62,505,8850,437,6471,297,0,246,424,332,784,229,263,586,1101,1325,441,186,5,453
"141","47037015618",5776,54753,301,355,763,133000,1598,618,205,2421,1979,2455,691,2214,139,30,755,913,548,365,2757,291,38,0,89,171,5154,443,3387,410,0,220,403,50,471,198,174,207,340,817,202,192,0,89
"142","47037017702",3127,82262,136,27,885,365400,1131,469,36,1636,1958,222,49,4081,92,29,902,209,7,809,1801,60,10,26,134,460,4325,92,2511,234,0,30,85,86,156,63,184,133,331,929,397,58,0,59
"143","47037012802",2639,39038,445,183,613,90100,796,248,197,1241,1966,2833,9,1196,11,15,174,1065,751,205,835,98,97,0,0,40,4064,0,1100,183,0,0,56,38,145,91,0,57,137,235,194,114,0,33
"144","47037011900",1894,28031,641,327,504,122700,223,545,192,960,1968,1168,234,432,0,11,158,342,232,24,627,45,127,0,1,22,1706,182,832,167,2,38,33,17,41,41,45,38,91,192,175,27,0,82
"145","47037012801",5128,38535,1508,601,462,126400,1184,777,304,2265,1973,4436,238,474,20,0,266,1162,593,283,1643,147,36,0,0,0,4974,158,1914,446,0,147,59,125,264,102,34,84,105,632,109,112,0,86
"146","47037018700",3411,151992,48,34,2001,582800,1095,150,31,1276,1963,16,31,3305,59,0,1180,188,86,735,1272,45,0,0,51,141,3308,31,1554,25,0,50,84,12,82,23,49,187,223,479,72,71,0,196
"147","47037016400",1426,27111,441,20,779,298400,216,729,237,1182,1981,396,155,2516,252,11,274,157,78,455,658,14,31,13,279,231,3100,154,1282,167,0,0,43,5,77,15,50,86,124,533,215,14,10,90
"148","47037017100",2268,54610,482,38,891,236600,629,272,89,990,1978,746,21,1449,25,0,522,318,52,360,936,114,0,34,25,83,2147,80,1254,86,0,27,31,26,229,67,39,93,222,330,64,13,0,55
"149","47037015619",4390,65333,356,79,928,164600,1588,196,160,1944,1992,1627,299,2304,10,7,836,572,70,250,2150,91,13,0,0,135,4121,38,2526,269,0,85,216,79,204,174,89,259,258,648,156,173,0,106
"150","47037015617",2799,62241,167,64,892,125900,892,126,75,1093,1976,735,171,1707,159,0,369,486,262,300,1180,150,39,0,8,33,2418,119,1435,135,0,85,171,63,142,54,3,80,128,454,90,82,0,58
"151","47037013100",1966,61597,168,56,572,166300,644,195,140,979,1972,545,0,1339,82,0,221,470,214,169,915,102,0,0,0,19,1889,27,1080,35,0,67,74,20,50,133,12,55,103,284,90,83,0,65
"152","47037018801",5325,71442,124,37,943,259800,1857,640,140,2637,1966,201,47,4894,147,8,1409,812,109,1024,2906,161,12,12,9,184,5029,84,3326,101,0,197,174,95,293,74,143,510,302,847,211,324,0,127
"153","47037016100",1910,17667,584,279,484,111800,267,693,49,1009,1958,1205,92,627,8,0,124,523,421,11,740,92,45,0,7,0,1835,91,915,174,0,107,156,10,44,71,65,78,87,178,37,29,0,24
"154","47037017701",1966,90179,21,0,647,358100,779,106,39,924,1955,46,16,1831,31,0,514,71,55,474,1061,86,13,0,5,19,1860,41,1213,26,0,4,82,33,65,15,18,90,199,498,109,0,0,77
"155","47037019116",6044,62500,531,93,758,232700,1506,1214,276,2996,1993,1435,307,3893,372,0,1879,487,61,650,2960,280,33,0,21,93,5383,140,3597,196,0,124,156,79,492,130,157,225,492,825,401,96,0,210
"156","47037019115",3713,104202,63,13,1844,300900,1378,38,25,1441,2001,658,156,2696,96,0,794,219,53,676,1497,408,23,0,9,184,3438,107,2217,127,0,65,96,73,260,41,16,233,329,734,171,98,15,67
"157","47037018804",5179,100406,146,45,1805,323100,1907,162,14,2083,1997,653,55,4187,205,0,1168,433,97,1214,2293,261,0,0,45,171,4606,53,2860,109,0,6,143,85,119,27,74,271,477,890,230,154,0,307
"158","47037018101",4776,33079,1372,459,678,164600,618,1646,177,2441,1971,806,883,2163,665,0,628,714,788,457,2025,431,123,0,12,68,3313,1189,2803,113,30,267,167,76,241,41,60,71,584,549,425,35,0,158
"159","47037018201",3030,80074,205,0,839,342700,1020,245,91,1356,1961,86,33,2734,89,0,849,184,63,630,1143,124,16,32,9,73,2854,7,1491,52,0,70,27,27,92,46,77,130,245,322,104,161,0,114
"160","47037013300",4239,31835,1221,412,629,117000,683,893,230,1806,1957,806,756,2410,116,0,455,695,676,162,1314,482,141,0,1,43,3629,479,2010,245,21,65,112,78,276,89,25,73,352,333,430,53,0,80
"161","47037010301",3530,50069,312,200,694,166400,952,573,208,1733,1977,599,115,2859,5,0,512,822,430,254,1366,175,6,0,62,55,3480,57,1671,291,0,80,122,61,148,92,102,164,101,291,271,74,0,165
