Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
3600 Cummings Hwy,Chattanooga,TN,37419,05/27/2020 03:11:00 AM,TN0330100,A13,Adam S,11A,Forcible Rape,Part 1 Crimes,20-051504,3,Pending/Possible Leads,35.017885,-85.377713,POINT (-85.377713 35.017885),1
1900 Walker Ave,Chattanooga,TN,37404,05/26/2020 11:08:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-051480,3,Pending/Possible Leads,35.045542000000005,-85.268755,POINT (-85.268755 35.045542),8
3400 Rossville Blvd,Chattanooga,TN,37407,05/26/2020 10:00:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-051457,3,Pending/Possible Leads,35.004891,-85.293005,POINT (-85.293005 35.004891),7
600 Maple Street Ct,Chattanooga,TN,37402,05/26/2020 09:24:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-051452,2,Cleared by Arrest,35.041255,-85.316802,POINT (-85.316802 35.041255),7
7700 Lee Hwy,Chattanooga,TN,37421,05/26/2020 06:45:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-051402,3,Pending/Possible Leads,35.063391,-85.13205599999999,POINT (-85.132056 35.063391),6
3200 Taylor St,Chattanooga,TN,37406,05/26/2020 05:40:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-051378,3,Pending/Possible Leads,35.074922,-85.24651,POINT (-85.24651 35.074922),9
2300 Shallowford Village Dr,Chattanooga,TN,37421,05/26/2020 12:49:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-051285,2,Cleared by Arrest,35.044427,-85.156781,POINT (-85.156781 35.044427),6
1600 Bush Rd,Chattanooga,TN,37421,05/26/2020 05:35:00 AM,TN0330100,C8,Charlie N,120,Robbery,Part 1 Crimes,20-051181,4,Inactive/Suspended,35.018307,-85.156132,POINT (-85.156132 35.018307),4
2700 Rossville Blvd,Chattanooga,TN,37404,05/26/2020 04:31:00 AM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-051171,3,Pending/Possible Leads,35.015797,-85.293041,POINT (-85.293041 35.015797),8
2500 De Sales Ave,Chattanooga,TN,37404,05/25/2020 11:44:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-051099,2,Cleared by Arrest,35.042349,-85.260841,POINT (-85.260841 35.042349),9
1200 E Main St,Chattanooga,TN,37408,05/25/2020 09:50:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-051084,3,Pending/Possible Leads,35.029235,-85.289311,POINT (-85.289311 35.029235),8
200 W 38th St,Chattanooga,TN,37410,05/25/2020 09:44:00 PM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-051076,2,Cleared by Arrest,35.007291,-85.31251400000001,POINT (-85.312514 35.007291),7
2500 De Sales Ave,Chattanooga,TN,37404,05/25/2020 09:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-051065,3,Pending/Possible Leads,35.041698,-85.26031400000001,POINT (-85.260314 35.041698),9
2100 Blackford St,Chattanooga,TN,37404,05/25/2020 08:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-051044,2,Cleared by Arrest,35.0416,-85.267798,POINT (-85.267798 35.0416),8
400 Tunnel Blvd,Chattanooga,TN,37411,05/25/2020 05:31:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-051001,2,Cleared by Arrest,35.034265999999995,-85.243509,POINT (-85.243509 35.034266),
1600 E 23rd St,Chattanooga,TN,37404,05/25/2020 03:00:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-051695,3,Pending/Possible Leads,35.020685,-85.28906,POINT (-85.28906 35.020685),8
4900 Jeffery Ln,Chattanooga,TN,37410,05/25/2020 02:25:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-050939,3,Pending/Possible Leads,34.991369999999996,-85.305921,POINT (-85.305921 34.99137),7
400 Tunnel Blvd,Chattanooga,TN,37411,05/25/2020 01:45:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-050932,2,Cleared by Arrest,35.033187,-85.242174,POINT (-85.242174 35.033187),9
3400 Amnicola Hwy,Chattanooga,TN,37406,05/25/2020 01:30:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-050928,3,Pending/Possible Leads,35.082735,-85.264002,POINT (-85.264002 35.082735),8
500 Browns Ferry Rd,Chattanooga,TN,37419,05/25/2020 01:10:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-050919,2,Cleared by Arrest,35.038846,-85.359651,POINT (-85.359651 35.038846),1
1000 Dodson Ave,Chattanooga,TN,37406,05/25/2020 09:45:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-050852,2,Cleared by Arrest,35.049085999999996,-85.263412,POINT (-85.263412 35.049086),8
700 N Germantown Rd,Chattanooga,TN,37411,05/25/2020 04:00:00 AM,TN0330100,C2,Charlie S,11A,Forcible Rape,Part 1 Crimes,20-050968,3,Pending/Possible Leads,35.033882,-85.24204399999999,POINT (-85.242044 35.033882),9
1100 Carriage Parc Dr,Chattanooga,TN,37421,05/24/2020 09:50:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-050690,2,Cleared by Arrest,35.012677000000004,-85.16297899999999,POINT (-85.162979 35.012677),4
1800 Vance Ave,Chattanooga,TN,37404,05/24/2020 07:30:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-050662,3,Pending/Possible Leads,35.032105,-85.278553,POINT (-85.278553 35.032105),9
200 Water St,Chattanooga,TN,37410,05/24/2020 04:07:00 PM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-050590,3,Pending/Possible Leads,35.006382,-85.312759,POINT (-85.312759 35.006382),7
500 Workman Rd,Chattanooga,TN,37410,05/24/2020 02:39:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-050598,3,Pending/Possible Leads,34.9951,-85.307051,POINT (-85.307051 34.9951),7
2300 Lifestyle Way,Chattanooga,TN,37421,05/24/2020 01:00:00 AM,TN0330100,C9,Charlie N,11A,Forcible Rape,Part 1 Crimes,20-050473,3,Pending/Possible Leads,35.040718,-85.15148099999999,POINT (-85.151481 35.040718),4
1500 Wisdom St,Chattanooga,TN,37406,05/23/2020 05:43:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-050194,2,Cleared by Arrest,35.078634,-85.256733,POINT (-85.256733 35.078634),8
600 W 14th Street Ct,Chattanooga,TN,37402,05/23/2020 02:20:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-050120,3,Pending/Possible Leads,35.041289,-85.318548,POINT (-85.318548 35.041289),7
1900 Northpoint Blvd,Chattanooga,TN,37343,05/22/2020 01:51:00 PM,TN0330100,A1,Adam N,11A,Forcible Rape,Part 1 Crimes,20-049721,3,Pending/Possible Leads,35.139753999999996,-85.241011,POINT (-85.241011 35.139754),3
2100 Citico Ave,Chattanooga,TN,37404,05/22/2020 10:49:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-049672,2,Cleared by Arrest,35.044566,-85.265642,POINT (-85.265642 35.044566),8
2100 E 27th St,Chattanooga,TN,37407,05/22/2020 06:00:00 AM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-049701,3,Pending/Possible Leads,35.01298,-85.28395,POINT (-85.28395 35.01298),8
700 W 12th Street Ct,Chattanooga,TN,37402,05/22/2020 05:11:00 AM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-049607,2,Cleared by Arrest,35.043947,-85.31714,POINT (-85.31714 35.043947),7
5200 Fagan St,Chattanooga,TN,37410,05/22/2020 03:00:00 AM,TN0330100,A12,Adam S,120,Robbery,Part 1 Crimes,20-049600,4,Inactive/Suspended,34.989761,-85.314232,POINT (-85.314232 34.989761),7
1600 Workman Rd,Chattanooga,TN,37407,05/22/2020 01:45:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-049582,2,Cleared by Arrest,34.9898657,-85.290604,POINT (-85.290604 34.9898657),7
2100 Camden St,Chattanooga,TN,37406,05/22/2020 12:01:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-049557,2,Cleared by Arrest,35.054984,-85.259993,POINT (-85.259993 35.054984),8
Old Lee Hwy & Old Cleveland Pike,Chattanooga,TN,37363,05/22/2020 12:00:00 AM,TN0330100,C9,Charlie N,11A,Forcible Rape,Part 1 Crimes,20-049584,3,Pending/Possible Leads,35.083592,-85.21324299999999,POINT (-85.213243 35.083592),5
6300 Talladega Ave,Chattanooga,TN,37421,05/21/2020 08:30:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-049581,3,Pending/Possible Leads,35.038901,-85.18083899999999,POINT (-85.180839 35.038901),6
2000 Portland St,Chattanooga,TN,37406,05/21/2020 02:00:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-049370,3,Pending/Possible Leads,35.048967999999995,-85.26426099999999,POINT (-85.264261 35.048968),8
1700 White Oak Rd,Chattanooga,TN,37415,05/21/2020 12:25:00 PM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-049342,3,Pending/Possible Leads,35.087883999999995,-85.300156,POINT (-85.300156 35.087884),2
1700 E 13th St,Chattanooga,TN,37404,05/21/2020 02:45:00 AM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-049225,2,Cleared by Arrest,35.028078,-85.28113499999999,POINT (-85.281135 35.028078),8
500 Ely Rd,Chattanooga,TN,37415,05/20/2020 09:45:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-049159,2,Cleared by Arrest,35.1183,-85.27908599999999,POINT (-85.279086 35.1183),2
4700 Beverly Kay Dr,Chattanooga,TN,37416,05/20/2020 05:43:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-049079,3,Pending/Possible Leads,35.086232,-85.187085,POINT (-85.187085 35.086232),5
500 Raccoon Trl,Chattanooga,TN,37419,05/20/2020 03:15:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-049017,3,Pending/Possible Leads,35.039732,-85.36047599999999,POINT (-85.360476 35.039732),1
2000 E 23rd St,Chattanooga,TN,37404,05/20/2020 12:40:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-048835,2,Cleared by Arrest,35.018556999999994,-85.28161,POINT (-85.28161 35.018557),8
2000 Gunbarrel Rd,Chattanooga,TN,37421,05/19/2020 03:27:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048631,2,Cleared by Arrest,35.030769,-85.15380599999999,POINT (-85.153806 35.030769),4
4700 58 St,Chattanooga,TN,37416,05/19/2020 02:46:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048612,3,Pending/Possible Leads,35.088468999999996,-85.188978,POINT (-85.188978 35.088469),3
5700 Brainerd Rd,Chattanooga,TN,37411,05/19/2020 01:30:00 PM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-048596,2,Cleared by Arrest,35.011956,-85.212661,POINT (-85.212661 35.011956),6
4000 Arbor Place Ln,Chattanooga,TN,37416,05/19/2020 11:13:00 AM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048545,2,Cleared by Arrest,35.094708,-85.185672,POINT (-85.185672 35.094708),3
700 E 11th St,Chattanooga,TN,37403,05/19/2020 06:12:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-048471,3,Pending/Possible Leads,35.040949,-85.300892,POINT (-85.300892 35.040949),8
4100 Shallowford Rd,Chattanooga,TN,37411,05/18/2020 09:07:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-048376,3,Pending/Possible Leads,35.042642,-85.219885,POINT (-85.219885 35.042642),5
6900 Lee Hwy,Chattanooga,TN,37421,05/18/2020 04:30:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048264,3,Pending/Possible Leads,35.045195,-85.164603,POINT (-85.164603 35.045195),6
8100 E Brainerd Rd,Chattanooga,TN,37421,05/18/2020 02:15:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048199,2,Cleared by Arrest,35.005516,-85.148556,POINT (-85.148556 35.005516),4
Jersey Pike & Bonny Oaks Dr,Chattanooga,TN,37416,05/18/2020 01:20:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048184,3,Pending/Possible Leads,35.073655,-85.19045600000001,POINT (-85.190456 35.073655),5
6300 Lee Hwy,Chattanooga,TN,37421,05/18/2020 06:21:00 AM,TN0330100,C6,Charlie N,120,Robbery,Part 1 Crimes,20-048079,2,Cleared by Arrest,35.033269,-85.180565,POINT (-85.180565 35.033269),6
7000 E Brainerd Rd,Chattanooga,TN,37421,05/18/2020 05:41:00 AM,TN0330100,C8,Charlie N,120,Robbery,Part 1 Crimes,20-048077,2,Cleared by Arrest,35.018248,-85.173308,POINT (-85.173308 35.018248),4
1200 Cypress Street Ct,Chattanooga,TN,37402,05/18/2020 05:10:00 AM,TN0330100,A6,Adam S,120,Robbery,Part 1 Crimes,20-048076,2,Cleared by Arrest,35.042851000000006,-85.316552,POINT (-85.316552 35.042851),7
1200 Broad St,Chattanooga,TN,37402,05/18/2020 01:58:00 AM,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,20-048054,1,Unfounded,35.040608,-85.310577,POINT (-85.310577 35.040608),7
7600 Standifer Gap Rd,Chattanooga,TN,37421,05/17/2020 10:55:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048021,3,Pending/Possible Leads,35.046434,-85.136338,POINT (-85.136338 35.046434),4
4000 Arbor Place Ln,Chattanooga,TN,37416,05/17/2020 10:10:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-048012,3,Pending/Possible Leads,35.095301,-85.18620800000001,POINT (-85.186208 35.095301),3
E 11th St,Chattanooga,TN,37402,05/17/2020 09:37:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-047999,2,Cleared by Arrest,35.044435,-85.30821399999999,POINT (-85.308214 35.044435),8
800 W 13th Street Ct,Chattanooga,TN,37402,05/17/2020 07:28:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-047972,3,Pending/Possible Leads,35.043271000000004,-85.31762,POINT (-85.31762 35.043271),7
2300 Union Ave,Chattanooga,TN,37404,05/17/2020 04:45:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-047943,3,Pending/Possible Leads,35.030625,-85.27052599999999,POINT (-85.270526 35.030625),9
00 Birmingham Hwy,Chattanooga,TN,37419,05/17/2020 04:00:00 PM,TN0330100,A13,Adam S,11A,Forcible Rape,Part 1 Crimes,20-075205,3,Pending/Possible Leads,35.01604,-85.383114,POINT (-85.383114 35.01604),1
Murray Hills & Highway 58,Chattanooga,TN,37416,05/17/2020 03:44:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-047907,3,Pending/Possible Leads,35.084098,-85.204346,POINT (-85.204346 35.084098),3
1500 E 12th St,Chattanooga,TN,37404,05/17/2020 02:15:00 PM,TN0330100,B5,Baker S,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,20-048998,2,Cleared by Arrest,35.030678,-85.285078,POINT (-85.285078 35.030678),8
1900 Maple Hills Way,Chattanooga,TN,37406,05/17/2020 12:52:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-047855,2,Cleared by Arrest,35.056974,-85.25251,POINT (-85.25251 35.056974),9
7000 Shallowford Rd,Chattanooga,TN,37421,05/17/2020 07:15:00 AM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-047792,3,Pending/Possible Leads,35.045790000000004,-85.158024,POINT (-85.158024 35.04579),6
1300 E 3rd St,Chattanooga,TN,37404,05/17/2020 04:40:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-047769,2,Cleared by Arrest,35.042787,-85.279906,POINT (-85.279906 35.042787),8
2500 4th Ave,Chattanooga,TN,37407,05/17/2020 04:30:00 AM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-047766,3,Pending/Possible Leads,35.014842,-85.282618,POINT (-85.282618 35.014842),8
1600 Carousel Rd,Chattanooga,TN,37411,05/17/2020 02:24:00 AM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-047747,2,Cleared by Arrest,35.052299,-85.245023,POINT (-85.245023 35.052299),9
1600 Bagwell Ave,Chattanooga,TN,37343,05/17/2020 01:29:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-047732,2,Cleared by Arrest,35.12071,-85.246826,POINT (-85.246826 35.12071),3
900 Eastgate Loop,Chattanooga,TN,37411,05/16/2020 11:41:00 PM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-047703,3,Pending/Possible Leads,35.008838000000004,-85.213966,POINT (-85.213966 35.008838),6
3100 E 31st St,Chattanooga,TN,37407,05/16/2020 11:15:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-047693,2,Cleared by Arrest,35.00434,-85.275038,POINT (-85.275038 35.00434),7
1100 O Henry Dr,Chattanooga,TN,37343,05/16/2020 10:17:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-047667,2,Cleared by Arrest,35.145412,-85.248157,POINT (-85.248157 35.145412),3
8400 Chambers Rd,Chattanooga,TN,37421,05/16/2020 07:10:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-047620,3,Pending/Possible Leads,35.009554,-85.13219,POINT (-85.13219 35.009554),4
2100 Bailey Ave,Chattanooga,TN,37404,05/16/2020 12:10:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-047490,3,Pending/Possible Leads,35.032334999999996,-85.27234200000001,POINT (-85.272342 35.032335),9
3000 Westside Dr,Chattanooga,TN,37404,05/16/2020 07:26:00 AM,TN0330100,B8,Baker S,120,Robbery,Part 1 Crimes,20-047442,4,Inactive/Suspended,35.003957,-85.27302399999999,POINT (-85.273024 35.003957),7
1400 E Main St,Chattanooga,TN,37404,05/16/2020 06:25:00 AM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-047433,2,Cleared by Arrest,35.028556,-85.285492,POINT (-85.285492 35.028556),8
900 Mountain Creek Rd,Chattanooga,TN,37405,05/16/2020 05:15:00 AM,TN0330100,A5,Adam N,11A,Forcible Rape,Part 1 Crimes,20-047426,3,Pending/Possible Leads,35.105566,-85.323015,POINT (-85.323015 35.105566),1
600 E Martin Luther King Blvd,Chattanooga,TN,37403,05/16/2020 03:49:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-047411,3,Pending/Possible Leads,35.042118,-85.30101599999999,POINT (-85.301016 35.042118),8
2100 Rawlings St,Chattanooga,TN,37406,05/16/2020 12:00:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-047990,3,Pending/Possible Leads,35.046181,-85.26612700000001,POINT (-85.266127 35.046181),8
7000 Shallowford Rd,Chattanooga,TN,37421,05/16/2020 12:00:00 AM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-047383,2,Cleared by Arrest,35.043562,-85.159795,POINT (-85.159795 35.043562),6
4600 Eldridge Rd,Chattanooga,TN,37343,05/15/2020 10:15:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-047345,2,Cleared by Arrest,35.126855,-85.26159700000001,POINT (-85.261597 35.126855),2
E 11th St,Chattanooga,TN,37402,05/15/2020 09:20:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-047316,3,Pending/Possible Leads,35.043670999999996,-85.308854,POINT (-85.308854 35.043671),8
Rawlings St & N Willow St,Chattanooga,TN,37406,05/15/2020 04:28:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-047271,3,Pending/Possible Leads,35.046325,-85.26638299999999,POINT (-85.266383 35.046325),8
1900 S Holtzclaw Ave,Chattanooga,TN,37404,05/15/2020 01:30:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-046991,2,Cleared by Arrest,35.024021999999995,-85.289949,POINT (-85.289949 35.024022),8
7400 Bonnyshire Dr,Chattanooga,TN,37416,05/15/2020 12:01:00 AM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-047802,3,Pending/Possible Leads,35.069216000000004,-85.162275,POINT (-85.162275 35.069216),6
2100 Dodds Ave,Chattanooga,TN,37404,05/14/2020 11:00:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-046934,3,Pending/Possible Leads,35.017523000000004,-85.273014,POINT (-85.273014 35.017523),9
7300 Shallowford Rd,Chattanooga,TN,37421,05/14/2020 07:36:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-046847,2,Cleared by Arrest,35.039517000000004,-85.152722,POINT (-85.152722 35.039517),4
7800 E Brainerd Rd,Chattanooga,TN,37421,05/14/2020 06:45:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-046825,2,Cleared by Arrest,35.006001,-85.153988,POINT (-85.153988 35.006001),4
900 Market St,Chattanooga,TN,37402,05/14/2020 04:10:00 PM,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,20-046775,2,Cleared by Arrest,35.045576999999994,-85.30958,POINT (-85.30958 35.045577),7
3200 Brainerd Rd,Chattanooga,TN,37411,05/14/2020 12:00:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-046679,3,Pending/Possible Leads,35.028256999999996,-85.255546,POINT (-85.255546 35.028257),9
2900 Taylor St,Chattanooga,TN,37406,05/14/2020 04:10:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-046581,2,Cleared by Arrest,35.070543,-85.249584,POINT (-85.249584 35.070543),9
7000 E Brainerd Rd,Chattanooga,TN,37421,05/14/2020 03:40:00 AM,TN0330100,C8,Charlie N,120,Robbery,Part 1 Crimes,20-046578,4,Inactive/Suspended,35.016731,-85.173167,POINT (-85.173167 35.016731),6
4100 North Access Rd,Chattanooga,TN,37415,05/14/2020 02:29:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-046575,3,Pending/Possible Leads,35.113905,-85.256445,POINT (-85.256445 35.113905),2
100 Roxbury Cir,Chattanooga,TN,37343,05/14/2020 12:45:00 AM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-046545,2,Cleared by Arrest,35.174615,-85.255672,POINT (-85.255672 35.174615),
100 S Moore Rd,Chattanooga,TN,37411,05/13/2020 11:48:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-046547,2,Cleared by Arrest,35.010315,-85.228798,POINT (-85.228798 35.010315),6
5400 Winniespan Rd,Chattanooga,TN,37416,05/13/2020 01:00:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-046316,3,Pending/Possible Leads,35.085916,-85.17268100000001,POINT (-85.172681 35.085916),5
1000 W 55th St,Chattanooga,TN,37410,05/13/2020 08:38:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-046235,3,Pending/Possible Leads,34.988964,-85.323606,POINT (-85.323606 34.988964),7
2400 Williams St,Chattanooga,TN,37408,05/13/2020 04:42:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-046200,3,Pending/Possible Leads,35.02780799999999,-85.313817,POINT (-85.313817 35.027808),7
3100 E 37th St,Chattanooga,TN,37407,05/13/2020 12:15:00 AM,TN0330100,B8,Baker S,120,Robbery,Part 1 Crimes,20-046183,4,Inactive/Suspended,35.0103595,-85.277253,POINT (-85.277253 35.0103595),8
4300 14th Ave,Chattanooga,TN,37407,05/13/2020 12:05:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-046171,2,Cleared by Arrest,34.989951,-85.282309,POINT (-85.282309 34.989951),7
4000 Oakwood Dr,Chattanooga,TN,37416,05/12/2020 03:31:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-046034,3,Pending/Possible Leads,35.083675,-85.20309999999999,POINT (-85.2031 35.083675),5
4200 Fagan St,Chattanooga,TN,37410,05/12/2020 01:50:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-045997,2,Cleared by Arrest,35.000924999999995,-85.31070700000001,POINT (-85.310707 35.000925),7
